Name,Address,Bing Maps URL,Latitude,Longitude,Phone,pincode,City,District
Chirayu Hospital,"Matru Deep Co Operative Housing Society Limited, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.2956485748291%7E72.86042022705078&lvl=17.0&q=Chirayu%20Hospital%20%2C%20Matru%20Deep%20Co%20Operative%20Housing%20Society%20Limited%2C%20Thane%2C%20Maharashtra%20401107,19.29564857,72.86042023,080970 24744,401107,Mira Bhayandar,Thane
Sai Baba Hospital & Polyclinic,"Shiv Shraddha Complex, First Floor, B. P. Road, Bhayandar (E), Dist, Thane 401105",https://www.bing.com/maps?cp=19.308265686035156%7E72.85482025146484&lvl=17.0&q=Sai%20Baba%20Hospital%20%26%20Polyclinic%20%2C%20Shiv%20Shraddha%20Complex%2C%20First%20Floor%2C%20B.%20P.%20Road%2C%20Bhayandar%20(E)%2C%20Dist%2C%20Thane%20401105,19.30826569,72.85482025,022 2804 5015,401105,Mira Bhayandar,Thane
Wockhardt Super Speciality Hospital,"The Umrao Imsr, Near Railway Station, Mira Road (E), Thane, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.284332275390625%7E72.8624496459961&lvl=17.0&q=Wockhardt%20Super%20Speciality%20Hospital%20%2C%20The%20Umrao%20Imsr%2C%20Near%20Railway%20Station%2C%20Mira%20Road%20(E)%2C%20Thane%2C%20Mumbai%2C%20Maharashtra%20401107,19.28433228,72.86244965,022 2855 6000,401107,Mira Bhayandar,Thane
Dr. Pratima Sunil Chopade-General Physician,"Kaustubh Polyclinic And Day Care Centre, Shop No. 3/G2, Shiv Ashirwad Apartment, R.N.P. Park, Jesal Park Rd, Bandarwadi, Bhayander, Maharashtra 401105",https://www.bing.com/maps?cp=19.3145809173584%7E72.85612487792969&lvl=17.0&q=Dr.%20Pratima%20Sunil%20Chopade-General%20Physician%20%2C%20Kaustubh%20Polyclinic%20And%20Day%20Care%20Centre%2C%20Shop%20No.%203%2FG2%2C%20Shiv%20Ashirwad%20Apartment%2C%20R.N.P.%20Park%2C%20Jesal%20Park%20Rd%2C%20Bandarwadi%2C%20Bhayander%2C%20Maharashtra%20401105,19.31458092,72.85612488,099208 10559,401105,Mira Bhayandar,Thane
Shree Krishna Clinic,"Sai Mahal Chs Wing-A/b, Pk Road, Mira Bhayandar, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.31332778930664%7E72.8548583984375&lvl=17.0&q=Shree%20Krishna%20Clinic%20%2C%20Sai%20Mahal%20Chs%20Wing-A%2Fb%2C%20Pk%20Road%2C%20Mira%20Bhayandar%2C%20Mumbai%2C%20Maharashtra%20401105,19.31332779,72.8548584,022 2816 8380,401105,Mira Bhayandar,Thane
Metro Medical & Ayurvedic Bhandar,"Bhayandar East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.311031341552734%7E72.85340881347656&lvl=17.0&q=Metro%20Medical%20%26%20Ayurvedic%20Bhandar%20%2C%20Bhayandar%20East%2C%20Thane%2C%20Maharashtra%20401105,19.31103134,72.85340881,022 2814 6817,401105,Mira Bhayandar,Thane
Sai Sparsh Clinic,"Shop no. 5. Tajmahal Building. Opposite Ashwini Hospital . Goddev Naka Bhayander East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.30353546142578%7E72.86041259765625&lvl=17.0&q=Sai%20Sparsh%20Clinic%20%2C%20Shop%20no.%205.%20Tajmahal%20Building.%20Opposite%20Ashwini%20Hospital%20.%20Goddev%20Naka%20Bhayander%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.30353546,72.8604126,098333 08368,401105,Mira Bhayandar,Thane
Ranakpur Clinic,"Shreepal Nagar Chs, Bhagwan Shree Vardhaman Road, Mira Bhayandar, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.305469512939453%7E72.8509292602539&lvl=17.0&q=Ranakpur%20Clinic%20%2C%20Shreepal%20Nagar%20Chs%2C%20Bhagwan%20Shree%20Vardhaman%20Road%2C%20Mira%20Bhayandar%2C%20Mumbai%2C%20Maharashtra%20401101,19.30546951,72.85092926,,401101,Mira Bhayandar,Thane
Medicine India,"Shop No, 4 Sheetal Swar, Near Mtnl, Mtnl Road, Mira Road, Thane, Mumbai 401107",https://www.bing.com/maps?cp=19.283159255981445%7E72.86720275878906&lvl=17.0&q=Medicine%20India%20%2C%20Shop%20No%2C%204%20Sheetal%20Swar%2C%20Near%20Mtnl%2C%20Mtnl%20Road%2C%20Mira%20Road%2C%20Thane%2C%20Mumbai%20401107,19.28315926,72.86720276,022 4918 6468,401107,Mira Bhayandar,Thane
Shree Nathji Clinic,"Jain Nagar Road, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.303903579711914%7E72.85501861572266&lvl=17.0&q=Shree%20Nathji%20Clinic%20%2C%20Jain%20Nagar%20Road%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.30390358,72.85501862,098206 19526,401105,Mira Bhayandar,Thane
Jayant Clinic,"Ashok Samrat Chs, Bhagwan Shree Vardhaman Road, Bhayander West, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.305070877075195%7E72.8509750366211&lvl=17.0&q=Jayant%20Clinic%20%2C%20Ashok%20Samrat%20Chs%2C%20Bhagwan%20Shree%20Vardhaman%20Road%2C%20Bhayander%20West%2C%20Mumbai%2C%20Maharashtra%20401101,19.30507088,72.85097504,,401101,Mira Bhayandar,Thane
Sunder Clinic,"Shop No. 16, Pushpa Nikethan Apartment, Near Maxus Mall, Temba Rd, Bhayandar, Padmavati Nagar, Bhayandar West, Maharashtra 401101",https://www.bing.com/maps?cp=19.29671859741211%7E72.8501205444336&lvl=17.0&q=Sunder%20Clinic%20%2C%20Shop%20No.%2016%2C%20Pushpa%20Nikethan%20Apartment%2C%20Near%20Maxus%20Mall%2C%20Temba%20Rd%2C%20Bhayandar%2C%20Padmavati%20Nagar%2C%20Bhayandar%20West%2C%20Maharashtra%20401101,19.2967186,72.85012054,098205 82280,401101,Mira Bhayandar,Thane
Bhagya Clinic,"Sai Baba Nagar Rd, Anant Vijay Apt, Paras Nagar, Mira Bhayandar, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.310932159423828%7E72.85997009277344&lvl=17.0&q=Bhagya%20Clinic%20%2C%20Sai%20Baba%20Nagar%20Rd%2C%20Anant%20Vijay%20Apt%2C%20Paras%20Nagar%2C%20Mira%20Bhayandar%2C%20Mumbai%2C%20Maharashtra%20401105,19.31093216,72.85997009,,401105,Mira Bhayandar,Thane
Sai Siddhi Medical,"Ground Floor, Shop No. G-4, Vinayak Thakur Complex, Godadev, Navghar Road, Bhayander East, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.30877685546875%7E72.8526611328125&lvl=17.0&q=Sai%20Siddhi%20Medical%20%2C%20Ground%20Floor%2C%20Shop%20No.%20G-4%2C%20Vinayak%20Thakur%20Complex%2C%20Godadev%2C%20Navghar%20Road%2C%20Bhayander%20East%2C%20Thane%2C%20Maharashtra%20401101,19.30877686,72.85266113,,401101,Mira Bhayandar,Thane
National Medical,"Rahul Park, 6/B, Station OAD, Bhayander, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.310075759887695%7E72.85334777832031&lvl=17.0&q=National%20Medical%20%2C%20Rahul%20Park%2C%206%2FB%2C%20Station%20OAD%2C%20Bhayander%2C%20Thane%2C%20Maharashtra%20401105,19.31007576,72.85334778,090762 36995,401105,Mira Bhayandar,Thane
Prabhat Medical&General Stores,"Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.292842864990234%7E72.85636901855469&lvl=17.0&q=Prabhat%20Medical%26General%20Stores%20%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.29284286,72.85636902,098707 35320,401107,Mira Bhayandar,Thane
Vaishali Health Clinic,"Jay Ambe Marg, Poonam Sagar Complex Bus Stop, Sector 9, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.274646759033203%7E72.86192321777344&lvl=17.0&q=Vaishali%20Health%20Clinic%20%2C%20Jay%20Ambe%20Marg%2C%20Poonam%20Sagar%20Complex%20Bus%20Stop%2C%20Sector%209%2C%20Mumbai%2C%20Maharashtra%20401107,19.27464676,72.86192322,088980 19122,401107,Mira Bhayandar,Thane
Alka Clinic,"Sector 5, Shanti Nagar, Mira Bhayandar, MaharaShtra 401107",https://www.bing.com/maps?cp=19.27638053894043%7E72.86274719238281&lvl=17.0&q=Alka%20Clinic%20%2C%20Sector%205%2C%20Shanti%20Nagar%2C%20Mira%20Bhayandar%2C%20MaharaShtra%20401107,19.27638054,72.86274719,022 2811 1029,401107,Mira Bhayandar,Thane
Rajput Clinic,"Shop No.7, 120/122, Vithalwadi, Lohar Chawl, Mumbai, Mumbai 401107",https://www.bing.com/maps?cp=19.276649475097656%7E72.86302947998047&lvl=17.0&q=Rajput%20Clinic%20%2C%20Shop%20No.7%2C%20120%2F122%2C%20Vithalwadi%2C%20Lohar%20Chawl%2C%20Mumbai%2C%20Mumbai%20401107,19.27664948,72.86302948,022 2811 9961,401107,Mira Bhayandar,Thane
Omkar Clinic,"Plaza Vihar Society 1, Dr. Babasaheb Ambedkar Road, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.27910804748535%7E72.86722564697266&lvl=17.0&q=Omkar%20Clinic%20%2C%20Plaza%20Vihar%20Society%201%2C%20Dr.%20Babasaheb%20Ambedkar%20Road%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.27910805,72.86722565,098927 80760,401107,Mira Bhayandar,Thane
Dr. Jagadish Consultant Physician,"Dr.Telang Clinic, 004/B6, Station Road, Sector 4, Shanti Nagar, Mira Road, Mira Bhayandar, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.28154182434082%7E72.86100769042969&lvl=17.0&q=Dr.%20Jagadish%20Consultant%20Physician%20%2C%20Dr.Telang%20Clinic%2C%20004%2FB6%2C%20Station%20Road%2C%20Sector%204%2C%20Shanti%20Nagar%2C%20Mira%20Road%2C%20Mira%20Bhayandar%2C%20Thane%2C%20Maharashtra%20401107,19.28154182,72.86100769,098208 43066,401107,Mira Bhayandar,Thane
Shree Ganesh Medical & General Stores,"Idel Tower, B-Wing, Shop NO 9, OPP Sivar Garden, N H School, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.28433609008789%7E72.8658447265625&lvl=17.0&q=Shree%20Ganesh%20Medical%20%26%20General%20Stores%20%2C%20Idel%20Tower%2C%20B-Wing%2C%20Shop%20NO%209%2C%20OPP%20Sivar%20Garden%2C%20N%20H%20School%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.28433609,72.86584473,022 2855 4458,401107,Mira Bhayandar,Thane
Saimauli Medical&Genral Stores,"B 22 Shop NO 20, Ground Floor, RNA Broadway, B 22 20Mira, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.280864715576172%7E72.8644027709961&lvl=17.0&q=Saimauli%20Medical%26Genral%20Stores%20%2C%20B%2022%20Shop%20NO%2020%2C%20Ground%20Floor%2C%20RNA%20Broadway%2C%20B%2022%2020Mira%2C%20Thane%2C%20Maharashtra%20401107,19.28086472,72.86440277,098218 12960,401107,Mira Bhayandar,Thane
Dr Bhavna Singh Clinic,"100 Feet Road, Karnataka Bank Atm, Shanti Vihar, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.272449493408203%7E72.8625717163086&lvl=17.0&q=Dr%20Bhavna%20Singh%20Clinic%20%2C%20100%20Feet%20Road%2C%20Karnataka%20Bank%20Atm%2C%20Shanti%20Vihar%2C%20Mumbai%2C%20Maharashtra%20401107,19.27244949,72.86257172,098203 95641,401107,Mira Bhayandar,Thane
Metro Medical & General Stores,"Sheetal Darshan CHS LTD, C-SH-006, Mtnl Road, Sheetal Nagar, Miraroad East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.283384323120117%7E72.8658676147461&lvl=17.0&q=Metro%20Medical%20%26%20General%20Stores%20%2C%20Sheetal%20Darshan%20CHS%20LTD%2C%20C-SH-006%2C%20Mtnl%20Road%2C%20Sheetal%20Nagar%2C%20Miraroad%20East%2C%20Thane%2C%20Maharashtra%20401107,19.28338432,72.86586761,022 2811 5063,401107,Mira Bhayandar,Thane
Sai Homeopathic Clinic,"Srishti Road, Surya Shopping Center, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.274822235107422%7E72.86943054199219&lvl=17.0&q=Sai%20Homeopathic%20Clinic%20%2C%20Srishti%20Road%2C%20Surya%20Shopping%20Center%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.27482224,72.86943054,097693 29998,401107,Mira Bhayandar,Thane
Pluse Kare Medical and General Store,"Mira, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.265121459960938%7E72.87010192871094&lvl=17.0&q=Pluse%20Kare%20Medical%20and%20General%20Store%20%2C%20Mira%2C%20Thane%2C%20Maharashtra%20401107,19.26512146,72.87010193,090225 25250,401107,Mira Bhayandar,Thane
Anand Medico,"A-33, Sumangal Society, Anand Nagar, Mumbai, Maharashtra 400068",https://www.bing.com/maps?cp=19.2584285736084%7E72.8600845336914&lvl=17.0&q=Anand%20Medico%20%2C%20A-33%2C%20Sumangal%20Society%2C%20Anand%20Nagar%2C%20Mumbai%2C%20Maharashtra%20400068,19.25842857,72.86008453,022 2828 1664,400068,Dahisar,Mumbai
Dev Homeo Clinic,"2, Station Road, Icici Bank, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.28190803527832%7E72.85987854003906&lvl=17.0&q=Dev%20Homeo%20Clinic%20%2C%202%2C%20Station%20Road%2C%20Icici%20Bank%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.28190804,72.85987854,082917 72411,401107,Mira Bhayandar,Thane
Shree Balaji Medical,"D N Dubey Road, Shop NO 6, Liberty Stores, Ambawadi, NR ST, Xavierschool, Dahisar East, Mumbai, Maharashtra 400068",https://www.bing.com/maps?cp=19.253332138061523%7E72.87133026123047&lvl=17.0&q=Shree%20Balaji%20Medical%20%2C%20D%20N%20Dubey%20Road%2C%20Shop%20NO%206%2C%20Liberty%20Stores%2C%20Ambawadi%2C%20NR%20ST%2C%20Xavierschool%2C%20Dahisar%20East%2C%20Mumbai%2C%20Maharashtra%20400068,19.25333214,72.87133026,091377 97133,400068,Dahisar,Mumbai
Rudraksh Medical,"Krishna Garden No. 2, Bhakti Vedant Marg, Mira Bhayandar, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.27086067199707%7E72.87529754638672&lvl=17.0&q=Rudraksh%20Medical%20%2C%20Krishna%20Garden%20No.%202%2C%20Bhakti%20Vedant%20Marg%2C%20Mira%20Bhayandar%2C%20Mumbai%2C%20Maharashtra%20401107,19.27086067,72.87529755,,401107,Mira Bhayandar,Thane
Isha Clinic,"St Xaviers High School Road, Centre Plaza, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.28036880493164%7E72.86498260498047&lvl=17.0&q=Isha%20Clinic%20%2C%20St%20Xaviers%20High%20School%20Road%2C%20Centre%20Plaza%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.2803688,72.8649826,,401107,Mira Bhayandar,Thane
Max Lab | Diagnostic Centre & Blood Test,"Building No 9, Shop No 31, Ground Floor, Poonam Estate Cluster 2, Srishti Road, Mira Bhayandar, Maharashtra 401107",https://www.bing.com/maps?cp=19.273677825927734%7E72.8704833984375&lvl=17.0&q=Max%20Lab%20%7C%20Diagnostic%20Centre%20%26%20Blood%20Test%20%2C%20Building%20No%209%2C%20Shop%20No%2031%2C%20Ground%20Floor%2C%20Poonam%20Estate%20Cluster%202%2C%20Srishti%20Road%2C%20Mira%20Bhayandar%2C%20Maharashtra%20401107,19.27367783,72.8704834,093268 49083,401107,Mira Bhayandar,Thane
Afiya Medical Stores,"Shop NO D-S/006 Chandresh Abhinandan Resort CHS LTD, Mira Road East Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.27493667602539%7E72.87240600585938&lvl=17.0&q=Afiya%20Medical%20Stores%20%2C%20Shop%20NO%20D-S%2F006%20Chandresh%20Abhinandan%20Resort%20CHS%20LTD%2C%20Mira%20Road%20East%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.27493668,72.87240601,090228 45953,401107,Mira Bhayandar,Thane
"Metropolis Healthcare Limited - Pathology Lab, Diagnostic Centre In Mira Road","Shop No 92, Ground Floor, Silver Park, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.273622512817383%7E72.8696517944336&lvl=17.0&q=Metropolis%20Healthcare%20Limited%20-%20Pathology%20Lab%2C%20Diagnostic%20Centre%20In%20Mira%20Road%20%2C%20Shop%20No%2092%2C%20Ground%20Floor%2C%20Silver%20Park%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.27362251,72.86965179,093212 72715,401107,Mira Bhayandar,Thane
Jalaram Medical Electronics,"03, Shri Datta Kripa Rahewasi Sangh, Rawal Pada, Near Western Highway, Dahisar East, Mumbai, Maharashtra 400068",https://www.bing.com/maps?cp=19.255722045898438%7E72.85963439941406&lvl=17.0&q=Jalaram%20Medical%20Electronics%20%2C%2003%2C%20Shri%20Datta%20Kripa%20Rahewasi%20Sangh%2C%20Rawal%20Pada%2C%20Near%20Western%20Highway%2C%20Dahisar%20East%2C%20Mumbai%2C%20Maharashtra%20400068,19.25572205,72.8596344,,400068,Dahisar,Mumbai
Salman Medcial & General Stores,"Neel Akash Ganga CHS LTD, Shop NO 01, Ground Floor, Laxmi Park, Naya Nagar, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.286693572998047%7E72.8583984375&lvl=17.0&q=Salman%20Medcial%20%26%20General%20Stores%20%2C%20Neel%20Akash%20Ganga%20CHS%20LTD%2C%20Shop%20NO%2001%2C%20Ground%20Floor%2C%20Laxmi%20Park%2C%20Naya%20Nagar%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.28669357,72.85839844,022 2810 0413,401107,Mira Bhayandar,Thane
Indrani Medical&General Store,"Poonam Shruti Building, Shop NO 12/ H-Wing, Latiff Park, OPP S K Stone, Mira-Bhayander-East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.286409378051758%7E72.8697738647461&lvl=17.0&q=Indrani%20Medical%26General%20Store%20%2C%20Poonam%20Shruti%20Building%2C%20Shop%20NO%2012%2F%20H-Wing%2C%20Latiff%20Park%2C%20OPP%20S%20K%20Stone%2C%20Mira-Bhayander-East%2C%20Thane%2C%20Maharashtra%20401107,19.28640938,72.86977386,093219 03174,401107,Mira Bhayandar,Thane
Smita Dental Clinic,"Shanti Nagar, Sector1, Bldg.no.B-42, 001, Near New India Co-op. Bank, Mira Road[east], Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.28139877319336%7E72.85940551757812&lvl=17.0&q=Smita%20Dental%20Clinic%20%2C%20Shanti%20Nagar%2C%20Sector1%2C%20Bldg.no.B-42%2C%20001%2C%20Near%20New%20India%20Co-op.%20Bank%2C%20Mira%20Road%5Beast%5D%2C%20Mumbai%2C%20Maharashtra%20401107,19.28139877,72.85940552,099871 16494,401107,Mira Bhayandar,Thane
Medicare Chemist and Druggiest,"Ostwal Paradise Bldg CHS LTD NO 3, 6, Ground Floor, NH School, Road Near Shivar Garden, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.27173614501953%7E72.87191009521484&lvl=17.0&q=Medicare%20Chemist%20and%20Druggiest%20%2C%20Ostwal%20Paradise%20Bldg%20CHS%20LTD%20NO%203%2C%206%2C%20Ground%20Floor%2C%20NH%20School%2C%20Road%20Near%20Shivar%20Garden%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.27173615,72.8719101,090290 56755,401107,Mira Bhayandar,Thane
Anjali Mukerjee Health Total,"Shop No. 13, Rashesh Building, Ground Floor, 150 Ft Road, Bhayandar West, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.294301986694336%7E72.84210968017578&lvl=17.0&q=Anjali%20Mukerjee%20Health%20Total%20%2C%20Shop%20No.%2013%2C%20Rashesh%20Building%2C%20Ground%20Floor%2C%20150%20Ft%20Road%2C%20Bhayandar%20West%2C%20Thane%2C%20Maharashtra%20401101,19.29430199,72.84210968,022 6529 6798,401101,Mira Bhayandar,Thane
Tayyab Unani&Hijama Medical,"2, Naya Nagar Police Station, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.283977508544922%7E72.85638427734375&lvl=17.0&q=Tayyab%20Unani%26Hijama%20Medical%20%2C%202%2C%20Naya%20Nagar%20Police%20Station%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.28397751,72.85638428,099674 67976,401107,Mira Bhayandar,Thane
Pranami Medical and General Store,"Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.286348342895508%7E72.85831451416016&lvl=17.0&q=Pranami%20Medical%20and%20General%20Store%20%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.28634834,72.85831451,098337 42246,401107,Mira Bhayandar,Thane
Sameer Medical General Store,"Shop no.4, Haji Usuf Manzil Bldg, Near Centuary Park, Miraroad East 401107",https://www.bing.com/maps?cp=19.28916358947754%7E72.85652923583984&lvl=17.0&q=Sameer%20Medical%20General%20Store%20%2C%20Shop%20no.4%2C%20Haji%20Usuf%20Manzil%20Bldg%2C%20Near%20Centuary%20Park%2C%20Miraroad%20East%20401107,19.28916359,72.85652924,086928 79707,401107,Mira Bhayandar,Thane
New Rabbani Medical Store,"Ruby Apartment, Shop Wing-B, Mira Bhayander Road East, Near, Garden, OPP Petrol Pump, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.285730361938477%7E72.86920166015625&lvl=17.0&q=New%20Rabbani%20Medical%20Store%20%2C%20Ruby%20Apartment%2C%20Shop%20Wing-B%2C%20Mira%20Bhayander%20Road%20East%2C%20Near%2C%20Garden%2C%20OPP%20Petrol%20Pump%2C%20Thane%2C%20Maharashtra%20401107,19.28573036,72.86920166,,401107,Mira Bhayandar,Thane
Sanggvi Medical Store,"D\ 1, Shop No. 11, Sonam Ganga Building, Golden Nest Phase 6, Mira Road East, Bhaindar West, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.29579734802246%7E72.86143493652344&lvl=17.0&q=Sanggvi%20Medical%20Store%20%2C%20D%5C%201%2C%20Shop%20No.%2011%2C%20Sonam%20Ganga%20Building%2C%20Golden%20Nest%20Phase%206%2C%20Mira%20Road%20East%2C%20Bhaindar%20West%2C%20Thane%2C%20Maharashtra%20401105,19.29579735,72.86143494,,401105,Mira Bhayandar,Thane
Saifee Healthcare,"Shop No - D/5, Nurejmal Building, Siddhivinayak Marg, Bhayander (W), Maharashtra 401101",https://www.bing.com/maps?cp=19.29975128173828%7E72.84686279296875&lvl=17.0&q=Saifee%20Healthcare%20%2C%20Shop%20No%20-%20D%2F5%2C%20Nurejmal%20Building%2C%20Siddhivinayak%20Marg%2C%20Bhayander%20(W)%2C%20Maharashtra%20401101,19.29975128,72.84686279,079000 97290,401101,Mira Bhayandar,Thane
Nagneshi Medical,"Bhayandar East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.295608520507812%7E72.85773468017578&lvl=17.0&q=Nagneshi%20Medical%20%2C%20Bhayandar%20East%2C%20Thane%2C%20Maharashtra%20401105,19.29560852,72.85773468,098679 59882,401105,Mira Bhayandar,Thane
Ram Medical,"Meera Road, Mumbai, Mumbai 401107",https://www.bing.com/maps?cp=19.28504180908203%7E72.86750793457031&lvl=17.0&q=Ram%20Medical%20%2C%20Meera%20Road%2C%20Mumbai%2C%20Mumbai%20401107,19.28504181,72.86750793,022 2811 9065,401107,Mira Bhayandar,Thane
Bilkis Clinic,"8, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.284290313720703%7E72.85924530029297&lvl=17.0&q=Bilkis%20Clinic%20%2C%208%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.28429031,72.8592453,090224 37654,401107,Mira Bhayandar,Thane
Kamla Clinic,"Uttan Road, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.307125091552734%7E72.84768676757812&lvl=17.0&q=Kamla%20Clinic%20%2C%20Uttan%20Road%2C%20Mumbai%2C%20Maharashtra%20401101,19.30712509,72.84768677,,401101,Mira Bhayandar,Thane
Suresh Medical,"1, New Milan Apartment, Shetha Shree Devchand Jethalal Sanghavi Road, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.304405212402344%7E72.85175323486328&lvl=17.0&q=Suresh%20Medical%20%2C%201%2C%20New%20Milan%20Apartment%2C%20Shetha%20Shree%20Devchand%20Jethalal%20Sanghavi%20Road%2C%20Mumbai%2C%20Maharashtra%20401101,19.30440521,72.85175323,,401101,Mira Bhayandar,Thane
